Record_ID,District,Timestamp,Date,Time,Day_of_Week,Intersection_Name,Zone,Road_Type,Vehicle_Count,Vehicle_Type_Dominant,Average_Speed_kmh,Congestion_Level,Queue_Length_meters,Signal_Cycle_Seconds,Green_Time_Ratio,Pedestrian_Count,Weather_Condition,Temperature_Celsius,Visibility_meters,Incident_Type,Incident_Severity,Travel_Time_Index,Occupancy_Rate,Air_Quality_Index
356,Salem,31-08-2024 17:10,31-08-2024,17:10,Saturday,Attur_Road_Junction,Hasthampatti,Main_Road,144,Two_Wheeler_Dominant,25.15,Moderate,51,122,0.52,89,Clear,20.5,933.6,None,Moderate,0.9,0.47,177
357,Salem,01-09-2024 16:58,01-09-2024,16:58,Sunday,Fairlands_Junction,Kitchipalayam,Main_Road,552,Two_Wheeler_Dominant,28.53,Low,54,99,0.49,176,Fog,24.6,565,None,None,2,0.23,161
358,Salem,03-09-2024 09:47,03-09-2024,9:47,Tuesday,Attur_Road_Junction,Omalur_Road,Inner_Road,87,Two_Wheeler_Dominant,63.73,High,35,159,0.5,259,Rain,41.1,731.9,None,Minor,1.25,0.19,222
359,Salem,04-09-2024 03:15,04-09-2024,3:15,Wednesday,Kondalampatti_Junction,Fairlands,State_Highway,252,Two_Wheeler_Dominant,31.35,Low,57,177,0.48,25,Rain,27.5,245.2,Road_Work,Moderate,1.51,0.6,159
360,Salem,04-09-2024 08:46,04-09-2024,8:46,Wednesday,Five_Roads,Seelanaickenpatti,Main_Road,126,Two_Wheeler_Dominant,54.38,Low,55,72,0.63,236,Clear,23.1,952.1,None,Minor,0.81,0.65,72
361,Salem,04-09-2024 11:21,04-09-2024,11:21,Wednesday,Ammapet_Signal,Sankari_Main_Road,Inner_Road,598,Two_Wheeler_Dominant,26.82,Low,34,93,0.64,64,Cloudy,39.8,244.4,None,None,2.33,0.9,66
362,Salem,04-09-2024 14:27,04-09-2024,14:27,Wednesday,Attur_Road_Junction,Hasthampatti,Inner_Road,275,Mixed,19.69,Moderate,1,64,0.5,125,Clear,31.9,480.5,None,None,2.44,0.63,228
363,Salem,04-09-2024 15:15,04-09-2024,15:15,Wednesday,Omalur_Junction,Hasthampatti,National_Highway,477,Mixed,28.49,Severe,57,139,0.44,192,Cloudy,23.9,370.9,Accident,None,2.38,0.69,136
364,Salem,05-09-2024 15:13,05-09-2024,15:13,Thursday,Sankari_Main_Road,Sankari_Main_Road,Main_Road,310,Two_Wheeler_Dominant,22.02,High,64,118,0.64,66,Cloudy,27.5,555.4,Breakdown,Moderate,2.45,0.72,163
365,Salem,06-09-2024 04:12,06-09-2024,4:12,Friday,Attur_Road_Junction,Kondalampatti,Main_Road,107,Mixed,69.26,Moderate,24,96,0.6,174,Cloudy,39,354.2,None,None,2.42,0.31,52
366,Salem,06-09-2024 17:02,06-09-2024,17:02,Friday,Five_Roads,Ammapet,State_Highway,331,Mixed,34.85,Severe,35,97,0.64,242,Clear,19.2,419,None,None,2.58,0.83,137
367,Salem,07-09-2024 08:57,07-09-2024,8:57,Saturday,New_Bus_Stand_Junction,Attur_Road,Main_Road,132,Mixed,41.46,Moderate,67,82,0.4,189,Clear,18.2,133.8,None,None,1.57,0.27,212
368,Salem,07-09-2024 17:48,07-09-2024,17:48,Saturday,Hasthampatti_Circle,Fairlands,National_Highway,592,Car_Dominant,57.65,Low,12,164,0.52,103,Clear,19.5,367.6,Accident,None,2.01,0.43,51
369,Salem,08-09-2024 02:30,08-09-2024,2:30,Sunday,Seelanaickenpatti_Signal,Seelanaickenpatti,Inner_Road,352,Mixed,24.44,Moderate,19,75,0.37,265,Rain,32.1,280.3,Accident,None,1.85,0.23,182
370,Salem,08-09-2024 03:55,08-09-2024,3:55,Sunday,Omalur_Junction,Kitchipalayam,Inner_Road,333,Two_Wheeler_Dominant,24.82,Low,69,177,0.51,253,Clear,38,712.1,None,Minor,1.11,0.81,211
371,Salem,09-09-2024 02:48,09-09-2024,2:48,Monday,Kondalampatti_Junction,Steel_Plant,Main_Road,588,Mixed,34.01,Moderate,43,105,0.58,290,Clear,41.9,333.6,None,None,2.56,0.87,170
372,Salem,09-09-2024 14:05,09-09-2024,14:05,Monday,Saradha_College_Signal,Kondalampatti,Inner_Road,356,Two_Wheeler_Dominant,58.99,Moderate,53,177,0.63,184,Clear,29.4,513,None,Moderate,0.92,0.45,81
373,Salem,12-09-2024 20:28,12-09-2024,20:28,Thursday,Omalur_Junction,Omalur_Road,State_Highway,446,Mixed,63.06,Moderate,14,159,0.62,204,Rain,24.8,808.6,Market_Congestion,Minor,1.44,0.17,56
374,Salem,15-09-2024 13:53,15-09-2024,13:53,Sunday,Hasthampatti_Circle,Cherry_Road,National_Highway,356,Two_Wheeler_Dominant,50.26,Moderate,4,60,0.5,224,Rain,39.3,973.2,None,None,1.82,0.73,203
375,Salem,15-09-2024 19:01,15-09-2024,19:01,Sunday,Omalur_Junction,Kondalampatti,Main_Road,546,Heavy_Vehicles,61.87,Severe,48,109,0.37,50,Clear,20.7,706.7,Procession,None,1.61,0.65,218
376,Salem,16-09-2024 08:08,16-09-2024,8:08,Monday,Fairlands_Junction,Cherry_Road,National_Highway,576,Mixed,66.12,High,61,145,0.54,102,Rain,20.7,162.1,Accident,Moderate,1.01,0.87,111
377,Salem,16-09-2024 08:52,16-09-2024,8:52,Monday,Ammapet_Signal,Attur_Road,National_Highway,88,Heavy_Vehicles,46.15,Low,65,104,0.65,284,Clear,38.2,788,None,Moderate,2.35,0.29,59
378,Salem,17-09-2024 02:54,17-09-2024,2:54,Tuesday,Steel_Plant_Signal,Sankari_Main_Road,National_Highway,269,Two_Wheeler_Dominant,25.26,High,76,97,0.36,212,Clear,28.1,354.2,None,Minor,2.4,0.57,199
379,Salem,18-09-2024 03:24,18-09-2024,3:24,Wednesday,Ammapet_Signal,Hasthampatti,Inner_Road,116,Car_Dominant,36.58,Low,31,99,0.51,15,Clear,26.9,802.6,None,Major,1.77,0.18,168
380,Salem,18-09-2024 15:50,18-09-2024,15:50,Wednesday,Hasthampatti_Circle,Seelanaickenpatti,National_Highway,242,Two_Wheeler_Dominant,64.16,Moderate,3,65,0.64,219,Cloudy,41.7,346.7,Breakdown,Moderate,0.94,0.83,238
381,Salem,20-09-2024 07:17,20-09-2024,7:17,Friday,Steel_Plant_Signal,Cherry_Road,National_Highway,214,Mixed,39.61,Severe,9,177,0.7,247,Cloudy,24.6,927.6,Road_Work,None,2.52,0.31,243
382,Salem,21-09-2024 06:05,21-09-2024,6:05,Saturday,Kitchipalayam_Signal,Fairlands,Inner_Road,472,Two_Wheeler_Dominant,46.07,Moderate,68,120,0.43,212,Rain,38.3,168,Road_Work,Major,0.83,0.17,97
383,Salem,21-09-2024 14:07,21-09-2024,14:07,Saturday,Sankari_Main_Road,Kitchipalayam,State_Highway,471,Heavy_Vehicles,56.11,Low,49,134,0.51,105,Hot,30.2,185.9,None,Minor,1.08,0.61,213
384,Salem,22-09-2024 20:28,22-09-2024,20:28,Sunday,Omalur_Junction,Ammapet,Main_Road,448,Mixed,60.92,Low,68,142,0.43,173,Rain,39.3,840.7,None,Minor,1.4,0.82,119
385,Salem,23-09-2024 15:40,23-09-2024,15:40,Monday,Seelanaickenpatti_Signal,Cherry_Road,Inner_Road,271,Car_Dominant,24.99,Severe,65,166,0.5,273,Clear,41.1,591.8,None,None,1.94,0.8,243
386,Salem,24-09-2024 12:28,24-09-2024,12:28,Tuesday,Attur_Road_Junction,Ammapet,Main_Road,576,Car_Dominant,64.3,High,16,149,0.35,252,Clear,27.8,191.7,None,None,1.7,0.39,180
387,Salem,24-09-2024 20:17,24-09-2024,20:17,Tuesday,Steel_Plant_Signal,Kondalampatti,Inner_Road,84,Heavy_Vehicles,23.18,Moderate,16,128,0.64,137,Cloudy,30.3,764.1,None,Moderate,1.71,0.34,180
388,Salem,26-09-2024 14:00,26-09-2024,14:00,Thursday,Saradha_College_Signal,Kondalampatti,State_Highway,444,Mixed,42.25,Low,68,105,0.33,61,Rain,34,582,None,Minor,2.77,0.65,123
389,Salem,28-09-2024 00:38,28-09-2024,0:38,Saturday,Kondalampatti_Junction,Fairlands,National_Highway,132,Mixed,49.53,Moderate,29,170,0.65,70,Cloudy,39.4,699.9,Accident,None,1.89,0.68,111
390,Salem,28-09-2024 05:03,28-09-2024,5:03,Saturday,Ammapet_Signal,Omalur_Road,State_Highway,310,Car_Dominant,23.84,High,69,139,0.6,235,Rain,27.5,782.9,Accident,None,2.42,0.71,229
391,Salem,28-09-2024 17:38,28-09-2024,17:38,Saturday,Cherry_Road_Junction,Kitchipalayam,State_Highway,106,Mixed,54.72,High,56,94,0.35,137,Rain,40.9,110.3,Breakdown,None,2.52,0.23,196
392,Salem,30-09-2024 00:58,30-09-2024,0:58,Monday,Attur_Road_Junction,Sankari_Main_Road,State_Highway,335,Two_Wheeler_Dominant,65.91,Moderate,50,77,0.32,76,Clear,33,110.9,None,None,1.82,0.3,52
393,Salem,30-09-2024 12:20,30-09-2024,12:20,Monday,New_Bus_Stand_Junction,Attur_Road,Main_Road,211,Mixed,29.97,Moderate,9,62,0.6,81,Clear,36.8,957.5,Breakdown,Minor,2.05,0.25,203
394,Salem,30-09-2024 23:15,30-09-2024,23:15,Monday,Steel_Plant_Signal,Fairlands,National_Highway,584,Two_Wheeler_Dominant,65.96,Moderate,20,119,0.4,30,Clear,32.4,249.2,None,Moderate,1.75,0.68,216
395,Salem,01-10-2024 03:29,01-10-2024,3:29,Tuesday,Kondalampatti_Junction,Hasthampatti,Inner_Road,581,Mixed,44.09,Moderate,47,64,0.67,236,Clear,41.4,203.9,Market_Congestion,Minor,2.63,0.57,186
396,Salem,01-10-2024 03:59,01-10-2024,3:59,Tuesday,Seelanaickenpatti_Signal,Kondalampatti,State_Highway,465,Mixed,15.8,Moderate,48,102,0.49,271,Rain,41.1,502.9,None,None,1.11,0.21,204
397,Salem,01-10-2024 08:49,01-10-2024,8:49,Tuesday,Sankari_Main_Road,Seelanaickenpatti,Main_Road,481,Two_Wheeler_Dominant,24.74,High,76,107,0.34,111,Clear,34.1,949.3,Road_Work,Moderate,2.73,0.21,240
398,Salem,01-10-2024 22:11,01-10-2024,22:11,Tuesday,Five_Roads,Omalur_Road,Inner_Road,299,Heavy_Vehicles,16.4,Severe,10,95,0.51,170,Clear,37.3,637.9,None,Moderate,2.27,0.9,187
399,Salem,02-10-2024 04:24,02-10-2024,4:24,Wednesday,Kondalampatti_Junction,Sankari_Main_Road,Inner_Road,144,Mixed,55.57,High,41,154,0.55,90,Hot,25.2,162.1,Accident,Minor,1,0.82,187
400,Salem,02-10-2024 08:47,02-10-2024,8:47,Wednesday,New_Bus_Stand_Junction,Sankari_Main_Road,Inner_Road,171,Mixed,23.35,Moderate,51,143,0.59,192,Cloudy,23.7,995.3,Accident,None,2.38,0.59,84
401,Salem,02-10-2024 21:46,02-10-2024,21:46,Wednesday,Steel_Plant_Signal,Steel_Plant,Inner_Road,178,Heavy_Vehicles,40.45,Moderate,48,108,0.49,108,Clear,27,338.8,None,Moderate,2.47,0.75,116
402,Salem,03-10-2024 01:22,03-10-2024,1:22,Thursday,Sankari_Main_Road,Omalur_Road,State_Highway,472,Mixed,36.95,Severe,16,166,0.56,103,Rain,18.9,464.1,Accident,None,1.02,0.41,126
403,Salem,03-10-2024 04:46,03-10-2024,4:46,Thursday,Attur_Road_Junction,Kondalampatti,Inner_Road,112,Two_Wheeler_Dominant,28.34,Low,56,103,0.35,127,Clear,26,140.4,Accident,None,1.62,0.26,232
404,Salem,03-10-2024 08:51,03-10-2024,8:51,Thursday,Fairlands_Junction,Sankari_Main_Road,Main_Road,536,Two_Wheeler_Dominant,69.51,Severe,75,136,0.44,127,Cloudy,41.1,911.6,Market_Congestion,None,2.36,0.36,172
405,Salem,03-10-2024 23:44,03-10-2024,23:44,Thursday,Sankari_Main_Road,Steel_Plant,State_Highway,551,Mixed,41.65,Moderate,37,136,0.65,163,Clear,33.7,299.9,Accident,None,1.11,0.74,193
406,Salem,04-10-2024 14:26,04-10-2024,14:26,Friday,Kitchipalayam_Signal,Kitchipalayam,National_Highway,534,Mixed,15.6,High,37,108,0.45,108,Fog,36.6,431.6,None,Moderate,2.11,0.54,154
407,Salem,04-10-2024 14:26,04-10-2024,14:26,Friday,Five_Roads,Cherry_Road,National_Highway,452,Heavy_Vehicles,48.63,High,69,84,0.38,286,Clear,38,456.9,None,Moderate,2.56,0.63,117
408,Salem,05-10-2024 22:19,05-10-2024,22:19,Saturday,Sankari_Main_Road,Kitchipalayam,Main_Road,465,Two_Wheeler_Dominant,57.32,Severe,38,144,0.63,141,Clear,20.9,829.8,Road_Work,None,1.98,0.21,165
409,Salem,06-10-2024 02:37,06-10-2024,2:37,Sunday,Kondalampatti_Junction,Attur_Road,Inner_Road,151,Two_Wheeler_Dominant,43.62,High,50,115,0.32,241,Cloudy,31.1,830,None,Minor,0.85,0.5,193
410,Salem,06-10-2024 19:57,06-10-2024,19:57,Sunday,Kitchipalayam_Signal,Attur_Road,National_Highway,381,Heavy_Vehicles,53.9,High,77,78,0.62,138,Rain,24.5,705.4,Breakdown,Minor,0.99,0.37,78
411,Salem,07-10-2024 14:57,07-10-2024,14:57,Monday,Fairlands_Junction,Ammapet,National_Highway,363,Heavy_Vehicles,53.17,Moderate,49,159,0.53,181,Rain,32.5,493.9,None,Minor,1.12,0.21,160
412,Salem,08-10-2024 01:29,08-10-2024,1:29,Tuesday,Saradha_College_Signal,Steel_Plant,Main_Road,475,Mixed,30.07,Low,6,167,0.48,282,Cloudy,37.7,434,Breakdown,Minor,1.7,0.43,53
413,Salem,08-10-2024 03:03,08-10-2024,3:03,Tuesday,Kitchipalayam_Signal,Kitchipalayam,National_Highway,320,Mixed,44.54,Low,46,114,0.58,141,Clear,31.7,316.4,None,Moderate,1.87,0.94,195
414,Salem,08-10-2024 04:59,08-10-2024,4:59,Tuesday,Seelanaickenpatti_Signal,Kitchipalayam,Main_Road,148,Mixed,48.03,Moderate,47,89,0.47,216,Rain,33.1,667.2,Accident,None,2.79,0.61,65
415,Salem,08-10-2024 10:22,08-10-2024,10:22,Tuesday,Hasthampatti_Circle,Ammapet,State_Highway,155,Mixed,67.04,Severe,79,70,0.6,68,Clear,35.3,708.4,None,None,1.42,0.65,177
416,Salem,09-10-2024 02:10,09-10-2024,2:10,Wednesday,Saradha_College_Signal,Ammapet,State_Highway,122,Mixed,64.1,Severe,78,79,0.46,103,Cloudy,40.9,491,None,None,1.91,0.85,194
417,Salem,09-10-2024 13:05,09-10-2024,13:05,Wednesday,Saradha_College_Signal,Kitchipalayam,Inner_Road,230,Mixed,43.54,Moderate,38,177,0.34,258,Rain,19.1,942.7,Breakdown,Major,2.74,0.28,83
418,Salem,09-10-2024 17:24,09-10-2024,17:24,Wednesday,Saradha_College_Signal,New_Suramangalam,Main_Road,253,Mixed,16.72,Moderate,30,95,0.57,20,Cloudy,27.1,163.4,None,Minor,0.94,0.57,237
419,Salem,09-10-2024 22:27,09-10-2024,22:27,Wednesday,Five_Roads,Cherry_Road,Main_Road,202,Mixed,69.45,Moderate,13,146,0.58,29,Cloudy,20.9,149.2,None,None,2.78,0.42,176
420,Salem,10-10-2024 04:12,10-10-2024,4:12,Thursday,Steel_Plant_Signal,Steel_Plant,Inner_Road,501,Mixed,64.86,Moderate,37,87,0.53,34,Cloudy,33.5,432.4,None,Moderate,2.16,0.86,246
421,Salem,10-10-2024 07:37,10-10-2024,7:37,Thursday,Fairlands_Junction,Steel_Plant,Inner_Road,458,Heavy_Vehicles,54.23,Severe,77,162,0.68,180,Clear,24.1,532.8,None,Moderate,2,0.19,184
422,Salem,10-10-2024 09:59,10-10-2024,9:59,Thursday,Seelanaickenpatti_Signal,Attur_Road,Main_Road,160,Car_Dominant,38.4,High,35,124,0.57,293,Fog,19.7,724.3,None,None,1.83,0.6,77
423,Salem,11-10-2024 21:45,11-10-2024,21:45,Friday,Sankari_Main_Road,Kondalampatti,Main_Road,165,Mixed,34.59,Moderate,66,108,0.31,124,Rain,30.2,880.1,None,Minor,2.13,0.46,89
424,Salem,12-10-2024 07:43,12-10-2024,7:43,Saturday,Omalur_Junction,Cherry_Road,Main_Road,100,Mixed,40.25,High,36,151,0.53,83,Clear,35.8,145,Accident,None,1.63,0.85,240
425,Salem,12-10-2024 11:05,12-10-2024,11:05,Saturday,Kitchipalayam_Signal,Sankari_Main_Road,National_Highway,257,Mixed,16.17,High,79,158,0.39,228,Cloudy,36.6,668.3,Accident,Minor,2.55,0.8,100
426,Salem,12-10-2024 13:38,12-10-2024,13:38,Saturday,New_Bus_Stand_Junction,New_Suramangalam,State_Highway,415,Mixed,26.27,Low,70,88,0.66,235,Rain,29.7,705.2,None,None,2.39,0.34,240
427,Salem,13-10-2024 13:39,13-10-2024,13:39,Sunday,Five_Roads,Fairlands,Inner_Road,405,Mixed,66.12,Low,0,141,0.48,51,Hot,19,696.7,Accident,None,1.41,0.3,87
428,Salem,14-10-2024 00:07,14-10-2024,0:07,Monday,Fairlands_Junction,Sankari_Main_Road,State_Highway,480,Heavy_Vehicles,32.73,Low,68,138,0.5,183,Rain,39.7,975.8,None,None,2.06,0.21,221
429,Salem,14-10-2024 06:45,14-10-2024,6:45,Monday,Seelanaickenpatti_Signal,Kondalampatti,National_Highway,294,Two_Wheeler_Dominant,45.35,High,79,71,0.37,220,Clear,28.1,333.9,Accident,Minor,2.5,0.47,126
430,Salem,14-10-2024 10:58,14-10-2024,10:58,Monday,New_Bus_Stand_Junction,Hasthampatti,State_Highway,335,Heavy_Vehicles,37.11,High,28,121,0.4,191,Clear,24.4,285.6,None,Minor,2.69,0.16,135
431,Salem,16-10-2024 21:50,16-10-2024,21:50,Wednesday,Five_Roads,Sankari_Main_Road,Main_Road,555,Two_Wheeler_Dominant,53.08,Moderate,15,131,0.59,88,Cloudy,37.7,872.9,None,None,1.38,0.16,121
432,Salem,17-10-2024 22:20,17-10-2024,22:20,Thursday,New_Bus_Stand_Junction,Kondalampatti,State_Highway,395,Mixed,49.84,High,44,91,0.52,121,Clear,34,868.4,Road_Work,Moderate,1.16,0.89,120
433,Salem,18-10-2024 07:37,18-10-2024,7:37,Friday,Five_Roads,Sankari_Main_Road,Main_Road,362,Car_Dominant,19.41,Moderate,6,81,0.35,66,Cloudy,32.6,903.3,Breakdown,None,1.27,0.36,75
434,Salem,18-10-2024 09:28,18-10-2024,9:28,Friday,Ammapet_Signal,Ammapet,National_Highway,154,Mixed,22.71,High,41,117,0.66,6,Rain,40.3,293,None,None,0.84,0.22,172
435,Salem,18-10-2024 19:03,18-10-2024,19:03,Friday,Five_Roads,Cherry_Road,State_Highway,459,Two_Wheeler_Dominant,26.43,Moderate,69,178,0.37,162,Clear,26.4,183.4,Breakdown,Moderate,1.74,0.4,160
436,Salem,19-10-2024 12:14,19-10-2024,12:14,Saturday,Seelanaickenpatti_Signal,Seelanaickenpatti,State_Highway,472,Heavy_Vehicles,17.83,Moderate,24,83,0.41,155,Rain,34.5,893.5,None,None,2.3,0.89,85
437,Salem,19-10-2024 18:30,19-10-2024,18:30,Saturday,Steel_Plant_Signal,New_Suramangalam,Inner_Road,127,Mixed,29.81,Moderate,0,147,0.52,233,Clear,29.6,784.9,None,None,1.47,0.56,126
438,Salem,21-10-2024 09:44,21-10-2024,9:44,Monday,Kitchipalayam_Signal,Sankari_Main_Road,National_Highway,159,Mixed,68.41,High,45,94,0.48,232,Clear,22.8,117.2,Breakdown,None,2.72,0.19,117
439,Salem,21-10-2024 12:30,21-10-2024,12:30,Monday,Kondalampatti_Junction,Attur_Road,State_Highway,359,Mixed,46.08,Moderate,33,132,0.47,158,Clear,22.7,378.8,None,None,2.38,0.47,182
440,Salem,21-10-2024 18:01,21-10-2024,18:01,Monday,New_Bus_Stand_Junction,New_Suramangalam,National_Highway,175,Mixed,49.84,High,40,145,0.32,29,Clear,26.6,956.3,Breakdown,None,1.32,0.18,141
441,Salem,22-10-2024 06:16,22-10-2024,6:16,Tuesday,Seelanaickenpatti_Signal,Steel_Plant,National_Highway,239,Two_Wheeler_Dominant,59.91,Moderate,26,171,0.6,150,Clear,32.4,625.4,None,Minor,2.12,0.88,100
442,Salem,23-10-2024 11:46,23-10-2024,11:46,Wednesday,Omalur_Junction,Ammapet,Main_Road,338,Two_Wheeler_Dominant,54.86,Moderate,30,100,0.46,202,Fog,27.9,963.9,None,Moderate,2.63,0.28,188
443,Salem,23-10-2024 19:41,23-10-2024,19:41,Wednesday,Omalur_Junction,Seelanaickenpatti,Main_Road,178,Car_Dominant,58.67,High,4,65,0.38,265,Clear,32.5,725.1,Accident,None,2.4,0.92,68
444,Salem,23-10-2024 23:34,23-10-2024,23:34,Wednesday,Cherry_Road_Junction,Omalur_Road,Inner_Road,410,Mixed,28.05,High,51,158,0.65,264,Rain,34.9,623.5,None,Minor,0.91,0.27,243
445,Salem,25-10-2024 04:14,25-10-2024,4:14,Friday,Kitchipalayam_Signal,Attur_Road,Inner_Road,427,Two_Wheeler_Dominant,69.32,Low,51,145,0.57,257,Clear,39.1,706.3,Breakdown,Moderate,1.68,0.62,164
446,Salem,25-10-2024 12:23,25-10-2024,12:23,Friday,New_Bus_Stand_Junction,Cherry_Road,State_Highway,534,Mixed,50.25,Moderate,43,156,0.59,39,Rain,18.8,983,Accident,None,2.51,0.66,110
447,Salem,25-10-2024 18:33,25-10-2024,18:33,Friday,Hasthampatti_Circle,Fairlands,Main_Road,535,Heavy_Vehicles,69.03,Moderate,41,171,0.31,259,Clear,40.9,528.7,Accident,Moderate,1.05,0.35,141
448,Salem,26-10-2024 13:57,26-10-2024,13:57,Saturday,Saradha_College_Signal,Fairlands,State_Highway,446,Car_Dominant,22.64,High,18,151,0.65,60,Clear,37.1,740.6,Road_Work,Minor,2.08,0.2,60
449,Salem,26-10-2024 22:01,26-10-2024,22:01,Saturday,Kitchipalayam_Signal,Kitchipalayam,State_Highway,116,Car_Dominant,66.27,Moderate,50,174,0.42,43,Rain,24.2,241.5,None,None,2.75,0.91,93
450,Salem,27-10-2024 06:52,27-10-2024,6:52,Sunday,Omalur_Junction,Ammapet,National_Highway,162,Mixed,66.96,Severe,52,138,0.65,283,Rain,40.6,519.7,None,Moderate,2.19,0.83,100
451,Salem,27-10-2024 23:46,27-10-2024,23:46,Sunday,Seelanaickenpatti_Signal,Sankari_Main_Road,State_Highway,318,Heavy_Vehicles,34.5,Moderate,57,175,0.6,271,Rain,38.3,665.6,Breakdown,None,2.75,0.53,100
452,Salem,28-10-2024 08:51,28-10-2024,8:51,Monday,New_Bus_Stand_Junction,Fairlands,National_Highway,167,Car_Dominant,37.19,Low,14,119,0.35,28,Hot,40,361.5,None,None,1.29,0.94,118
453,Salem,28-10-2024 13:19,28-10-2024,13:19,Monday,Ammapet_Signal,Kondalampatti,Main_Road,554,Car_Dominant,19.7,High,10,128,0.59,219,Clear,19.6,490.2,Procession,Minor,1.41,0.78,137
454,Salem,28-10-2024 16:38,28-10-2024,16:38,Monday,Seelanaickenpatti_Signal,Attur_Road,Main_Road,173,Two_Wheeler_Dominant,51.24,Severe,9,71,0.58,286,Clear,41,195.3,Road_Work,Moderate,0.82,0.74,180
455,Salem,29-10-2024 10:55,29-10-2024,10:55,Tuesday,Steel_Plant_Signal,Sankari_Main_Road,Main_Road,418,Mixed,19.13,Moderate,63,114,0.52,281,Hot,22,325,None,None,2.64,0.37,144
456,Salem,30-10-2024 08:20,30-10-2024,8:20,Wednesday,Fairlands_Junction,Hasthampatti,State_Highway,429,Heavy_Vehicles,69.83,Low,76,79,0.58,98,Clear,38.8,411.9,Accident,None,1.27,0.23,245
457,Salem,31-10-2024 01:39,31-10-2024,1:39,Thursday,Saradha_College_Signal,Steel_Plant,State_Highway,338,Two_Wheeler_Dominant,43.85,Severe,62,75,0.63,106,Hot,25.4,477.5,None,Minor,0.92,0.28,188
458,Salem,01-11-2024 13:22,01-11-2024,13:22,Friday,Fairlands_Junction,Sankari_Main_Road,National_Highway,333,Mixed,34.74,Moderate,17,80,0.67,190,Cloudy,25.7,738.4,Accident,None,1.01,0.84,167
459,Salem,01-11-2024 14:33,01-11-2024,14:33,Friday,Fairlands_Junction,Ammapet,Inner_Road,81,Mixed,25.58,High,54,67,0.58,69,Hot,32.4,983.1,None,None,1.03,0.65,133
460,Salem,01-11-2024 19:14,01-11-2024,19:14,Friday,Ammapet_Signal,Ammapet,National_Highway,337,Heavy_Vehicles,31.12,High,38,137,0.53,208,Hot,19.9,979.3,None,None,1.07,0.74,70
461,Salem,01-11-2024 22:56,01-11-2024,22:56,Friday,Saradha_College_Signal,Fairlands,National_Highway,196,Two_Wheeler_Dominant,17.01,High,57,168,0.64,297,Rain,38.5,643.3,Breakdown,None,2.15,0.61,233
462,Salem,02-11-2024 01:56,02-11-2024,1:56,Saturday,Attur_Road_Junction,Steel_Plant,State_Highway,473,Two_Wheeler_Dominant,38.39,Moderate,34,143,0.64,24,Clear,23.4,759.5,Accident,Minor,2.64,0.27,112
463,Salem,02-11-2024 16:47,02-11-2024,16:47,Saturday,New_Bus_Stand_Junction,Seelanaickenpatti,Inner_Road,242,Two_Wheeler_Dominant,34.56,Low,20,101,0.39,218,Cloudy,20.4,542,None,None,0.82,0.82,147
464,Salem,05-11-2024 06:45,05-11-2024,6:45,Tuesday,Saradha_College_Signal,Ammapet,Main_Road,464,Mixed,30.87,Low,68,146,0.37,208,Fog,34.3,585.2,Breakdown,None,1.6,0.7,192
465,Salem,05-11-2024 08:01,05-11-2024,8:01,Tuesday,Steel_Plant_Signal,Kitchipalayam,National_Highway,271,Mixed,29.78,High,1,128,0.64,42,Fog,41.5,705.6,None,None,1.94,0.24,112
466,Salem,06-11-2024 13:13,06-11-2024,13:13,Wednesday,Sankari_Main_Road,Hasthampatti,National_Highway,208,Mixed,35.38,Moderate,39,170,0.61,192,Clear,29.7,670.9,None,Minor,2.41,0.8,231
467,Salem,06-11-2024 19:47,06-11-2024,19:47,Wednesday,Cherry_Road_Junction,Hasthampatti,National_Highway,400,Mixed,34.05,Moderate,3,147,0.46,187,Rain,21.1,950,None,Minor,1.06,0.49,187
468,Salem,06-11-2024 23:31,06-11-2024,23:31,Wednesday,Kitchipalayam_Signal,New_Suramangalam,Inner_Road,520,Two_Wheeler_Dominant,32.55,Moderate,63,66,0.69,157,Cloudy,20.7,194.8,Accident,None,2.76,0.29,196
469,Salem,07-11-2024 20:10,07-11-2024,20:10,Thursday,Saradha_College_Signal,Steel_Plant,Inner_Road,323,Mixed,23.09,Low,36,118,0.64,53,Clear,25.2,139.5,Breakdown,None,2.52,0.94,146
470,Salem,08-11-2024 02:29,08-11-2024,2:29,Friday,Saradha_College_Signal,Omalur_Road,Main_Road,480,Mixed,56.94,Moderate,21,176,0.59,192,Clear,27.2,754.4,None,None,1,0.71,226
471,Salem,08-11-2024 07:41,08-11-2024,7:41,Friday,Five_Roads,New_Suramangalam,State_Highway,529,Mixed,41.39,Low,50,158,0.38,292,Rain,18.4,452.7,None,Minor,2.61,0.21,182
472,Salem,08-11-2024 23:06,08-11-2024,23:06,Friday,Omalur_Junction,Steel_Plant,State_Highway,506,Mixed,16.46,Moderate,22,154,0.43,73,Clear,20.7,773.5,None,None,1.35,0.88,59
473,Salem,09-11-2024 20:33,09-11-2024,20:33,Saturday,Attur_Road_Junction,Ammapet,State_Highway,466,Car_Dominant,25.29,Low,70,84,0.56,238,Rain,28.1,852.2,Road_Work,Moderate,2.24,0.3,222
474,Salem,11-11-2024 17:49,11-11-2024,17:49,Monday,Sankari_Main_Road,Kondalampatti,State_Highway,182,Mixed,37.8,High,35,178,0.68,143,Rain,29.8,734.1,Accident,Minor,2.21,0.9,129
